reaction,FC,p,q,enrichment,changed
STRDNCCRNt,-18.084401232849153,5.496865977768336e-57,6.456145045536505e-57,-1,1
STRDNCt,-10.267401214705268,5.81289377154064e-203,8.21464975719567e-203,-1,1
SUCD1m,1.0,0.0,0.0,1,1
SUCOAS1m,1.0,0.0,0.0,1,1
SUCOASm,1.0,1e-323,1.5e-323,1,1
Ser_Thrtg,-27.706455531518195,0.0,0.0,-1,1
TAGAT_Dt,-1.0,0.0,0.0,-1,1
TALA,748.7534615128501,4.0687670654048253e-07,4.2176243970659774e-07,1,1
TETHEX3t,45.14251218130869,0.0,0.0,1,1
TETPENT3COAtx,23.986292563531613,0.0,0.0,1,1
TETPENT3CPT1,0.0,1.0,1.0,0,0
TETPENT3t,32.524451498728354,0.0,0.0,1,1
TETPENT6COAtx,29.78623174826675,0.0,0.0,1,1
TETPENT6CPT1,0.0,1.0,1.0,0,0
TETPENT6t,43.672382117555905,0.0,0.0,1,1
TETTET6COAtx,28.439359892051414,0.0,0.0,1,1
TETTET6CPT1,0.0,1.0,1.0,0,0
TETTET6t,32.88889804978401,0.0,0.0,1,1
THD1m,655.8944240657522,0.0,0.0,1,1
THFt2_1,115.35068860619079,0.0,0.0,1,1
THFtm,25.131830643418315,0.0,0.0,1,1
THMTPt_1,671.0197175530658,0.0,0.0,1,1
TKT1,99.81158523338759,0.0,0.0,1,1
TKT2,99.81158523338894,0.0,0.0,1,1
TMDK1m,191.05201400109323,0.0,0.0,1,1
TMLYStd,194.6209300280035,0.0,0.0,1,1
TMNDNCCOAtx,-85.09364341230777,0.0,0.0,-1,1
TMNDNCCPT1,41.99609703798083,1.8455417415695558e-215,2.6291237100571887e-215,1,1
TMNDNCCPT2,41.996097037981095,1.8455417415695558e-215,2.6291237100571887e-215,1,1
TMNDNCCRNt,41.55850390035968,2.918596237847823e-125,3.8341032431944785e-125,1,1
TMNDNCt,19.578670724300252,0.0,0.0,1,1
TPI,800.7927089903212,0.0,0.0,1,1
TRDR,666.0993978768033,0.0,0.0,1,1
TRYPTAOX,60.42109237867797,1.2672018670773729e-27,1.4029080004546892e-27,1,1
TRYPTAte,1.0,0.0,0.0,1,1
TSTSTERONEGLCte,18.74247652281738,0.0,0.0,1,1
TSTSTERONEGLCtr,-18.74247652281738,0.0,0.0,-1,1
TSTSTERONEt,18.74247652281737,0.0,0.0,1,1
TSTSTERONEtr,-18.742476522817512,0.0,0.0,-1,1
TTDCAFATPc,25.545724123260094,0.0,0.0,1,1
TTDCAtr,17.578718744147658,0.0,0.0,1,1
TTDCPT1,1.0,0.0,0.0,1,1
TTDCRNNAt,-8.127482330684675,1e-323,1.5e-323,-1,1
TTDCRNt,460.2197689673182,0.0,0.0,1,1
TYRDOPO3,7.793883645746831,0.0,0.0,1,1
TYRDOPOX,70.86972237941572,0.0,0.0,1,1
UAG2EMA,18.312789412178542,0.0,0.0,1,1
UAG4Ei,-10.796569581049113,9.028555903609494e-139,1.2067871752349325e-138,-1,1
UAGDP,80.31421721264961,0.0,0.0,1,1
UDPACGALtl,-95.47784555344552,0.0,0.0,-1,1
UDPG3DOPA,29.803650179189674,0.0,0.0,1,1
UDPG4DOPA,12.19356916646198,0.0,0.0,1,1
UDPGALt2r,54.852514729035256,0.0,0.0,1,1
UDPGALtg,55.6277902027489,0.0,0.0,1,1
UDPGLCAter,-146.10947938521508,0.0,0.0,-1,1
UDPGLCAtg,-5.8700403526563125,0.0,0.0,-1,1
UDPGLCURtr,162.55217523141425,0.0,0.0,1,1
UDPtl,95.47784555344508,0.0,0.0,1,1
UGALNACtg,51.650644721222505,0.0,0.0,1,1
UGLCNACtg,64.51295718205397,0.0,0.0,1,1
UGT1A10c,-31.42456385210588,0.0,0.0,-1,1
UGT1A2r,31.42456385210577,0.0,0.0,1,1
UGT1A3r,13.755060615351486,0.0,0.0,1,1
UGT1A4r,18.742476522817384,0.0,0.0,1,1
UGT1A7r,25.14610977872887,0.0,0.0,1,1
UGT1A8r,11.815532207046806,0.0,0.0,1,1
UGT1A9r,12.627164486521808,0.0,0.0,1,1
UMPK,-148.52380826275996,1.364821011392552e-283,2.0392345189751995e-283,-1,1
UMPK2,-88.27826300457993,4.7346914e-317,7.210429e-317,-1,1
UMPK3,11.477637852312437,6.7025e-320,1.02207e-319,1,1
UMPK4,335.52679256600226,1.0005498414087888e-11,1.0581852009369447e-11,1,1
UMPK6,-0.17786124926809826,0.0,0.0,0,0
UMPtr,-54.85251472903531,0.0,0.0,-1,1
URATEt,605.7628342507903,0.0,0.0,1,1
UREAt,1.0,0.0,0.0,1,1
UREAt5,-1.0,0.0,0.0,-1,1
UREAtm,1.0,0.0,0.0,1,1
URIDK2m,-1.0,0.0,0.0,-1,1
URIDK2r,-666.277259126071,0.0,0.0,-1,1
URIt,-22.893907022229254,0.0,0.0,-1,1
URIt2,-246.2441702942159,1.0803862970983087e-230,1.550648250056672e-230,-1,1
UROLACer,221.60479104351387,0.0,0.0,1,1
VACCCPT1,33.52364942629446,1.3152720028193915e-21,1.4231726763180119e-21,1,1
VACCCPT2,33.52364942629462,1.3152720028193915e-21,1.4231726763180119e-21,1,1
VACCt,43.589377575425004,5.819215294814062e-62,6.934111683072831e-62,1,1
VALtec,0.0,1.0,1.0,0,0
VITEtl,29.26642536032915,0.0,0.0,1,1
XMPtr,-314.921800122279,0.0,0.0,-1,1
XOLESTte,-732.2365273502965,6.283426277106529e-233,9.03537801125281e-233,-1,1
XSERtg,1.17400807053152,0.0,0.0,1,1
XTSNtr,-73.80448228915627,0.0,0.0,-1,1
XYLK,71.75379637771061,0.0,0.0,1,1
XYLTer,1.1740080705315055,0.0,0.0,1,1
XYLUDte,-195.70822009631598,2.0698386780497703e-47,2.3979201242424145e-47,-1,1
pac,28.953310875572335,0.0,0.0,1,1
q10h2tc,182.20435108522253,0.0,0.0,1,1
q10tm,182.20435108521562,0.0,0.0,1,1
r0002,-86.6977237011,5.032549473768586e-16,5.3669614508823905e-16,-1,1
r0047,42.19146228163473,0.0,0.0,1,1
r0074,27.220899273236377,0.0,0.0,1,1
r0083,24.110523044366154,4.576084047596027e-287,6.855165071300837e-287,1,1
r0084,63.647644186115,0.0,0.0,1,1
r0139,1.0,0.0,0.0,1,1
r0149,1.0,0.0,0.0,1,1
r0193,-841.677315503677,0.0,0.0,-1,1
r0196,1.0,0.0,0.0,1,1
r0202,-229.0454410119129,0.0,0.0,-1,1
r0205,-1.0,0.0,0.0,-1,1
r0242,-485.6222117995508,0.0,0.0,-1,1
r0246,-1.0,0.0,0.0,-1,1
r0280,-1.0,0.0,0.0,-1,1
r0287,40.98603131446028,0.0,0.0,1,1
r0310,25.214128165936838,0.0,0.0,1,1
r0317,1.0,0.0,0.0,1,1
r0330,143.71640545070534,0.0,0.0,1,1
r0331,759.4432592948407,0.0,0.0,1,1
r0340,-1.0,0.0,0.0,-1,1
r0365,-1.0,0.0,0.0,-1,1
r0381,-187.21623969545473,0.0,0.0,-1,1
r0393,-1.0,0.0,0.0,-1,1
r0407,-648.9061724037105,7.969763456935227e-47,9.209771970627566e-47,-1,1
r0408,-648.9061724037134,7.969763456935227e-47,9.209771970627566e-47,-1,1
r0422,0.0,1.0,1.0,0,0
r0423,892.5987777978502,2.7945957201067122e-42,3.1988015848603016e-42,1,1
r0424,63.647644186114775,0.0,0.0,1,1
r0425,-867.6789921341535,4.361853008614382e-112,5.633344206398428e-112,-1,1
r0426,-1.0,0.0,0.0,-1,1
r0450,-1.0,0.0,0.0,-1,1
r0451,59.14613372387,1.0722063786469485e-16,1.1471858456851966e-16,1,1
r0463,-137.1930758587286,0.0,0.0,-1,1
r0480,-262.41059563943725,0.0,0.0,-1,1
r0483,1.0,0.0,0.0,1,1
r0494,1.0,0.0,0.0,1,1
r0497,1.0,0.0,0.0,1,1
r0509,-1.0,0.0,0.0,-1,1
r0512,-1.0,2.0966008139371923e-155,2.8709420453376233e-155,-1,1
r0514,-1.0,0.0,0.0,-1,1
r0517,1.0,0.0,0.0,1,1
r0557,59.14613372386998,1.0722063786469485e-16,1.1471858456851966e-16,1,1
r0629,-268.7858171358361,0.0,0.0,-1,1
r0636,-133.9564746736089,0.0,0.0,-1,1
r0637,48.85473999200044,0.0,0.0,1,1
r0642,1.0,0.0,0.0,1,1
r0643,1.0,0.0,0.0,1,1
r0652_1,-97.9426917608441,3.6050904987649033e-216,5.145325058871551e-216,-1,1
r0686,1.0,0.0,0.0,1,1
r0688,1.0,0.0,0.0,1,1
r0698,62.10705232717911,0.0,0.0,1,1
r0707,-865.482267361141,0.0,0.0,-1,1
r0733,40.986031314460305,0.0,0.0,1,1
r0734,40.98603131446079,0.0,0.0,1,1
r0739,-693.0396522292225,0.0,0.0,-1,1
r0747,217.81608491631732,0.0,0.0,1,1
r0750,667.7013687892452,0.0,0.0,1,1
r0774,-212.32212393294225,2.545028969775287e-103,3.2287680959835735e-103,-1,1
r0782,8.28504019946666,0.0,0.0,1,1
r0788,-262.4105956394367,0.0,0.0,-1,1
r0789,-262.4105956394367,0.0,0.0,-1,1
r0801,-843.4370153745157,3.2883325105696894e-75,4.005691672907345e-75,-1,1
r0826,650.9474165844373,0.0,0.0,1,1
r0839,-40.93246671451993,0.0,0.0,-1,1
r0841,-50.406934754013015,0.0,0.0,-1,1
r0871,-107.74008931889169,2.6573756410355674e-90,3.3144984218351235e-90,-1,1
r0879,248.7363053883772,0.0,0.0,1,1
r0892,-773.5149588218233,6.7025e-320,1.02207e-319,-1,1
r0899,600.5915992317252,1.724144970710791e-240,2.498050951882112e-240,1,1
r0907,-1.0,0.0,0.0,-1,1
r0921,759.4432592948398,0.0,0.0,1,1
r0926,-1.0,0.0,0.0,-1,1
r0940,-841.6773155036832,0.0,0.0,-1,1
r0954,1.0,0.0,0.0,1,1
r0960,31.424563852105866,0.0,0.0,1,1
r0962,-1.0,0.0,0.0,-1,1
r0963,426.04596257027004,0.0,0.0,1,1
r0975,759.4432592948384,0.0,0.0,1,1
r0997,48.85473999200096,0.0,0.0,1,1
r1019,-62.107052327179204,0.0,0.0,-1,1
r1030,-98.98936726465108,0.0,0.0,-1,1
r1109,724.3076739654954,2.7065803535976155e-150,3.684224146801024e-150,1,1
r1116,-295.0055656335725,0.0,0.0,-1,1
r1148,-63.647644186114775,0.0,0.0,-1,1
r1292,262.93748905735555,0.0,0.0,1,1
r1383_1,23.21651831849994,9.005752037838126e-104,1.1456874127959256e-103,1,1
r1400,-18.07249995344018,7.8580359170637845e-25,8.575460023614544e-25,-1,1
r1401,26.21798685223429,0.0,0.0,1,1
r1421,-1.0,0.0,0.0,-1,1
r1428,229.04544101191036,0.0,0.0,1,1
r1437,936.0432960291627,7.052244167683521e-266,1.0401606918273575e-265,1,1
r1451,24.055150792543856,0.0,0.0,1,1
r1456,47.11182363524406,0.0,0.0,1,1
r1467,-43.08156862850372,5.969109643048212e-169,8.227691670147534e-169,-1,1
r1468,74.25312622959603,4.576084047596027e-287,6.855165071300837e-287,1,1
r1472,-1.0,0.0,0.0,-1,1
r1474,-1.0,0.0,0.0,-1,1
r1477,-1.0,0.0,0.0,-1,1
r1514,12.092532499237125,0.0,0.0,1,1
r1515,22.932921571444567,0.0,0.0,1,1
r1516,12.554365335732921,0.0,0.0,1,1
r1517,27.426648101490315,0.0,0.0,1,1
r1518,14.013097234754605,0.0,0.0,1,1
r1519,14.18450596882555,0.0,0.0,1,1
r1520,17.494536854407066,0.0,0.0,1,1
r1521,36.02483574520673,0.0,0.0,1,1
r1522,16.32729458830725,0.0,0.0,1,1
r1523,28.481138949869422,0.0,0.0,1,1
r1525,29.029889148745664,0.0,0.0,1,1
r1527,18.728934079208848,0.0,0.0,1,1
r1529,17.578718744147658,0.0,0.0,1,1
r1551,1.0,1.8600627071789462e-284,2.782818717715568e-284,1,1
r1578,1.0,0.0,0.0,1,1
r1642,-172.22900925020932,0.0,0.0,-1,1
r1664,-1.0,0.0,0.0,-1,1
r1670,1.0,4.5084989476454025e-207,6.398889972075571e-207,1,1
r1687,183.63924348131607,0.0,0.0,1,1
r1914,308.9850139434354,0.0,0.0,1,1
r1924,-1.0,0.0,0.0,-1,1
r1934,-1.0,0.0,0.0,-1,1
r1954,-1.0,0.0,0.0,-1,1
r1964,-1.0,0.0,0.0,-1,1
r2028,-1.0,0.0,0.0,-1,1
r2030,-1.0,0.0,0.0,-1,1
r2039,-1.0,0.0,0.0,-1,1
r2094,1.0,0.0,0.0,1,1
r2096,1.0,2.5872247709377997e-181,3.6051492709789014e-181,1,1
r2097,-1.0,1.5960079045723672e-272,2.36923553751202e-272,-1,1
r2105,-1.0,2.883581140542334e-192,4.0451214654918446e-192,-1,1
r2110,1.0,0.0,0.0,1,1
r2112,1.0,0.0,0.0,1,1
r2117,-1.0,0.0,0.0,-1,1
r2197,-472.4597685546713,0.0,0.0,-1,1
r2199,-704.8213282861338,0.0,0.0,-1,1
r2202,-1.996389794955663,3.0940781182944927e-138,4.1332417237985213e-138,-1,1
r2310,169.55766041540411,0.0,0.0,1,1
r2311,475.9803157541353,0.0,0.0,1,1
r2314,87.42256203319548,2.5141262540358835e-204,3.557287147356567e-204,1,1
r2326,-175.2573778633735,0.0,0.0,-1,1
r2344,374.82748223043643,0.0,0.0,1,1
r2347,60.16081258253931,0.0,0.0,1,1
r2353,122.08137799613222,1.1212474452080554e-233,1.6163711600204064e-233,1,1
r2395,25.219440278609333,1.9092886474554655e-07,1.9818260723248728e-07,1,1
r2396,70.31419529703822,0.0,0.0,1,1
r2397,32.41921495281997,0.0,0.0,1,1
r2398,18.74091097848402,0.0,0.0,1,1
r2399,17.601644903462272,1.9930354823592274e-234,2.8749317611655735e-234,1,1
r2400,55.191135993130786,0.0,0.0,1,1
r2401,42.58823154256967,0.0,0.0,1,1
r2402,392.49504469886426,1.1400715982144689e-69,1.3734720828882972e-69,1,1
r2403,66.86708900617096,7.1128978872759734e-68,8.546649555653591e-68,1,1
r2404,15.446312565548114,0.0,0.0,1,1
r2405,52.57079176036014,0.0,0.0,1,1
r2406,66.51727816721241,1.475594015696813e-309,2.23974091668266e-309,1,1
r2407,-1.0,0.0,0.0,-1,1
r2408,30.07708649345143,0.0,0.0,1,1
r2409,101.59195008554298,1.5527931563016627e-225,2.2258964982587856e-225,1,1
r2410,35.235479704357786,0.0,0.0,1,1
r2411,8.73160628187095,5.0600035336220945e-219,7.239842961136351e-219,1,1
r2412,74.30683403454037,3.528972349889754e-06,3.6514840139751963e-06,1,1
r2413,17.485545475636727,0.0,0.0,1,1
r2434,-133.95647467360948,0.0,0.0,-1,1
r2437,96.22468615503251,3.6050904987649033e-216,5.145325058871551e-216,1,1
r2472,245.54070401009622,0.0,0.0,1,1
r2505,11.107883793572134,0.0,0.0,1,1
r2506,-31.424563852105823,0.0,0.0,-1,1
r2510,-55.55688791597965,0.0,0.0,-1,1
r2514e,458.84458931930595,0.0,0.0,1,1
r2515,30.901074019433494,7.616605126266247e-130,1.0057599979735924e-129,1,1
r2520,-85.13789820643734,1.1400715982144689e-69,1.3734720828882972e-69,-1,1
r2521,459.896162921755,2.926523801584469e-154,3.9954622990103246e-154,1,1
r2537,152.8505040884706,4.576084047596027e-287,6.855165071300837e-287,1,1
r2538,-211.13311615302624,0.0,0.0,-1,1
r2539,1.0,0.0,0.0,1,1
